service_id,call_id,vehicle_id,service_type,service_date,resolution_days,service_cost,status
1774,2951,1282,Engine Inspection,2026-03-11,6,2313,Resolved
1775,2952,1281,Chain Adjustment,2025-04-20,3,795,Resolved
1776,2956,1284,Exhaust Inspection,2026-01-27,1,1196,In Progress
1777,2957,1285,Brake Repair,2024-06-20,11,3497,Resolved
1778,2958,1285,Brake Inspection,2025-09-18,4,548,Open
1779,2959,1286,Gearbox Inspection,2025-01-06,3,2580,Resolved
1780,2960,1287,Battery Check,2025-05-14,3,303,In Progress
1781,2961,1287,Tyre Replacement,2026-03-15,4,3925,Open
1782,2962,1287,Suspension Service,2025-06-18,1,3723,Open
1783,2964,1288,Tyre Replacement,2026-02-03,4,2872,Resolved
1784,2965,1288,Tyre Replacement,2024-12-16,5,3602,Resolved
1785,2966,1288,Battery Replacement,2024-09-18,2,3472,Resolved
1786,2967,1289,Engine Inspection,2024-12-25,7,1309,Resolved
1787,2971,1291,Battery Replacement,2024-08-10,4,3494,In Progress
1788,2974,1298,Electrical Diagnosis,2025-11-23,1,1786,Resolved
1789,2975,1299,General Checkup,2025-04-24,6,429,Open
1790,2976,1299,General Checkup,2025-01-12,6,489,Resolved
1791,2977,1299,Brake Inspection,2025-05-20,2,446,Open
1792,2978,1299,Battery Check,2026-03-27,4,770,In Progress
1793,2979,1301,Fuel Line Repair,2025-07-18,11,1646,Resolved
1794,2980,1301,Starting System Diagnosis,2024-07-13,3,1848,Resolved
1795,2984,1304,Wheel Alignment,2024-08-13,5,727,Resolved
1796,2987,1305,Battery Check,2025-07-22,1,504,Open
1797,2988,1305,Battery Replacement,2024-08-23,6,4186,Resolved
1798,2992,1306,Engine Inspection,2025-01-15,15,2043,Resolved
1799,2993,1307,Battery Replacement,2025-07-23,3,3804,Resolved
1800,2994,1307,Engine Inspection,2025-05-05,11,1878,Resolved
1801,2995,1307,Tyre Replacement,2025-09-14,5,6384,Resolved
1802,2997,1308,Engine Inspection,2025-06-22,4,1366,In Progress
1803,2999,1309,Tyre Replacement,2025-11-12,3,6164,Resolved
1804,3000,1309,Periodic Service,2024-09-05,2,1402,In Progress
1805,3001,1309,Battery Replacement,2025-08-11,3,3437,Resolved
1806,3002,1311,Tyre Replacement,2025-04-30,3,6977,Resolved
1807,3003,1310,Electrical Diagnosis,2026-03-09,1,1654,Resolved
1808,3004,1312,Engine Inspection,2025-01-28,4,1588,In Progress
1809,3008,1313,Tyre Replacement,2026-03-21,2,6373,Resolved
1810,3010,1314,Oil Seal Replacement,2024-10-30,5,1016,Resolved
1811,3011,1314,Battery Replacement,2026-01-31,7,2027,Resolved
1812,3012,1315,Battery Check,2025-05-05,1,689,Resolved
1813,3013,1315,Chain Adjustment,2025-09-10,7,440,Resolved
1814,3020,1317,Wheel Alignment,2025-04-24,2,919,In Progress
1815,3021,1317,Brake Repair,2025-03-09,9,2324,Resolved
1816,3023,1319,Oil Seal Replacement,2025-09-30,5,1950,Open
1817,3027,1318,Battery Check,2024-09-27,1,382,Resolved
1818,3029,1320,Periodic Service,2026-05-12,2,1316,In Progress
1819,3030,1320,Engine Mount Inspection,2025-03-04,5,1447,Resolved
1820,3031,1321,Fuel Line Repair,2026-01-23,7,3138,Resolved
1821,3040,1325,Starting System Diagnosis,2025-11-07,5,1001,Resolved
1822,3042,1326,Chain Adjustment,2024-11-06,6,624,Resolved
1823,3043,1326,Oil Seal Replacement,2024-07-23,5,2324,Resolved
1824,3044,1326,Engine Inspection,2025-08-07,8,1451,Resolved
1825,3046,1326,Engine Inspection,2025-05-23,9,1682,Resolved
1826,3048,1328,Battery Check,2024-07-31,4,739,Resolved
1827,3049,1328,Fuel Line Repair,2025-05-06,14,1953,Resolved
1828,3050,1328,Clutch Service,2025-10-28,5,2101,In Progress
1829,3051,1328,Engine Tuning,2025-02-01,2,1571,In Progress
1830,3052,1329,Oil Seal Replacement,2025-04-07,6,1515,Resolved
1831,3053,1329,Battery Replacement,2025-08-20,2,3127,Resolved
1832,3056,1329,Oil Seal Replacement,2024-07-05,6,1399,Resolved
1833,3057,1331,Tyre Replacement,2025-07-10,4,4577,Resolved
1834,3062,1333,Engine Tuning,2026-02-05,1,2793,Resolved
1835,3063,1333,Battery Replacement,2024-11-20,3,2647,Resolved
1836,3065,1333,Oil Seal Replacement,2024-08-04,7,926,Resolved
1837,3066,1334,Engine Inspection,2025-05-26,2,2436,Resolved
1838,3067,1334,Brake Repair,2025-01-06,9,2627,Resolved
1839,3068,1334,Brake Repair,2025-08-10,9,3445,Resolved
1840,3074,1337,Tyre Replacement,2024-08-31,2,6438,Resolved
1841,3078,1338,Engine Tuning,2025-08-02,2,1362,Resolved
1842,3081,1340,Tyre Replacement,2024-12-28,3,5446,Resolved
1843,3083,1340,Fuel Line Repair,2026-05-18,14,2294,Resolved
1844,3085,1341,Periodic Service,2026-03-05,3,2119,Resolved
1845,3086,1341,Battery Check,2025-11-06,4,771,Resolved
1846,3087,1341,Tyre Replacement,2025-01-16,1,6017,Resolved
1847,3088,1341,Tyre Replacement,2025-08-17,5,3542,Open
1848,3090,1342,Brake Repair,2024-09-04,11,1639,Resolved
1849,3091,1344,Engine Tuning,2024-06-11,4,1911,Open
1850,3093,1343,Wheel Alignment,2026-06-01,3,744,Resolved
1851,3094,1345,Suspension Service,2026-04-05,5,4295,Resolved
1852,3096,1345,Engine Inspection,2026-02-19,2,1758,In Progress
1853,3097,1346,Engine Inspection,2025-07-22,5,1823,Resolved
1854,3098,1346,Chain Adjustment,2026-02-11,3,472,Resolved
1855,3099,1347,Tyre Replacement,2024-09-29,1,6943,Resolved
1856,3100,1347,General Checkup,2024-08-13,7,550,Resolved
1857,3101,1347,General Checkup,2026-01-12,2,982,Resolved
1858,3102,1347,Engine Tuning,2026-04-11,4,1424,Resolved
1859,3107,1353,Wheel Alignment,2024-10-22,3,726,Resolved
1860,3108,1352,Engine Tuning,2024-09-09,1,1896,Resolved
1861,3110,1353,Wheel Alignment,2025-09-26,2,758,Resolved
1862,3112,1354,Brake Inspection,2026-04-28,4,600,In Progress
1863,3114,1354,Fuel Line Repair,2025-12-01,12,1194,Resolved
1864,3115,1355,Battery Replacement,2025-02-18,6,2916,In Progress
1865,3116,1355,Battery Check,2025-05-22,3,300,Open
1866,3118,1355,Periodic Service,2025-04-01,1,2929,Resolved
1867,3120,1356,General Checkup,2025-04-09,5,418,Resolved
1868,3122,1359,Suspension Service,2024-10-13,4,4098,Resolved
1869,3127,1363,Battery Replacement,2026-01-27,6,3135,Resolved
1870,3128,1364,Engine Tuning,2024-11-04,3,2623,Resolved
1871,3129,1365,Wheel Alignment,2025-03-13,2,1039,Resolved
1872,3134,1366,Periodic Service,2026-01-31,7,1700,Open
1873,3136,1366,Suspension Service,2025-05-18,1,4086,Resolved
1874,3138,1367,Tyre Replacement,2025-07-30,2,4657,Resolved
1875,3139,1367,Starter Inspection,2025-04-24,1,1075,In Progress
1876,3140,1368,Clutch Service,2025-08-19,1,1896,Open
1877,3141,1368,Suspension Service,2025-06-05,3,4896,Resolved
1878,3142,1368,Starter Inspection,2026-01-05,1,548,Resolved
1879,3144,1370,Starting System Diagnosis,2024-06-26,3,1813,Resolved
1880,3146,1372,Fuel Line Repair,2025-06-14,9,2962,Resolved
1881,3150,1376,Clutch Service,2026-04-11,5,4216,Resolved
1882,3152,1375,Battery Replacement,2024-07-01,5,3191,Resolved
1883,3153,1376,Engine Tuning,2026-04-02,2,2968,Resolved
1884,3154,1377,Tyre Replacement,2024-11-05,1,4280,Resolved
1885,3156,1377,Battery Replacement,2026-02-11,5,2574,Resolved
1886,3159,1379,Clutch Service,2024-08-12,3,3905,Resolved
1887,3161,1379,Starter Inspection,2026-03-19,4,1300,Resolved
1888,3164,1381,Battery Check,2024-10-03,3,678,In Progress
1889,3165,1382,Battery Replacement,2024-12-26,2,2171,Open
1890,3169,1384,Engine Inspection,2025-04-18,6,1444,Resolved
1891,3171,1386,Fuel Line Repair,2025-07-19,15,1548,Open
1892,3172,1386,Engine Tuning,2025-09-25,3,2734,Resolved
1893,3174,1386,Tyre Replacement,2025-12-03,1,3729,Resolved
1894,3176,1387,Starter Inspection,2025-07-27,5,1448,Open
1895,3177,1387,Electrical Repair,2024-11-26,5,1480,Resolved
1896,3178,1387,Gearbox Inspection,2024-09-13,4,1782,Open
1897,3179,1387,Electrical Repair,2024-09-20,4,2766,In Progress
1898,3180,1388,Engine Tuning,2025-04-06,4,2625,Resolved
1899,3181,1388,Engine Mount Inspection,2024-12-15,4,1053,Resolved
1900,3182,1390,General Checkup,2025-06-07,1,614,Resolved
1901,3184,1390,Engine Inspection,2025-08-22,9,1674,Resolved
1902,3185,1391,Engine Tuning,2024-06-25,3,2237,Open
1903,3187,1391,Brake Inspection,2026-04-28,5,905,In Progress
1904,3191,1394,Gearbox Inspection,2026-03-18,3,1659,Open
1905,3192,1394,Fuel Line Repair,2024-11-26,5,3382,In Progress
1906,3193,1394,Engine Mount Inspection,2026-05-21,4,1272,In Progress
1907,3194,1394,Fuel Line Repair,2025-12-14,14,1013,Resolved
1908,3196,1395,Battery Replacement,2025-06-08,7,2848,In Progress
1909,3198,1396,Battery Check,2025-05-26,1,664,Open
1910,3199,1398,Wheel Alignment,2025-05-24,3,762,In Progress
1911,3200,1400,Brake Inspection,2024-06-18,5,693,Open
1912,3201,1402,Battery Replacement,2025-04-12,2,2898,Resolved
1913,3203,1404,Tyre Replacement,2024-09-25,3,3294,Resolved
1914,3204,1405,Clutch Service,2025-12-02,2,2536,Open
1915,3205,1405,Starting System Diagnosis,2024-09-07,5,1911,Open
1916,3207,1405,Starter Inspection,2025-02-18,3,1096,Resolved
1917,3208,1406,Engine Inspection,2024-06-12,4,1264,Resolved
1918,3209,1406,Battery Check,2025-03-10,2,567,Resolved
1919,3211,1407,Periodic Service,2025-05-02,2,2763,Resolved
1920,3212,1407,Battery Replacement,2025-10-25,5,3688,Resolved
1921,3213,1408,Oil Seal Replacement,2024-09-25,2,908,In Progress
1922,3214,1408,Tyre Replacement,2024-07-18,2,4868,Resolved
1923,3215,1409,Battery Check,2026-03-21,5,631,Open
1924,3216,1409,Chain Adjustment,2026-03-08,2,499,Open
1925,3217,1409,Engine Inspection,2024-07-11,7,1629,Resolved
1926,3218,1409,Periodic Service,2024-12-06,5,1775,Resolved
1927,3219,1410,Engine Tuning,2024-11-11,5,1014,In Progress
1928,3221,1411,Brake Inspection,2025-05-17,5,880,Open
1929,3222,1411,Suspension Service,2025-03-24,3,4633,Resolved
1930,3223,1412,Exhaust Inspection,2025-08-18,3,1780,Resolved
1931,3224,1412,Battery Check,2025-09-24,5,633,Resolved
1932,3225,1412,Periodic Service,2024-11-17,4,1662,Open
1933,3226,1412,Starting System Diagnosis,2024-06-07,3,1713,Resolved
1934,3229,1413,Battery Replacement,2025-09-24,3,2632,Resolved
1935,3230,1414,Battery Replacement,2025-04-16,7,2267,Resolved
1936,3231,1414,Fuel Line Repair,2025-09-03,7,2738,Resolved
1937,3233,1415,Exhaust Inspection,2024-10-20,4,1534,Open
1938,3235,1416,Battery Check,2025-05-17,3,412,In Progress
1939,3237,1416,Engine Inspection,2025-07-18,12,2446,Resolved
1940,3238,1417,Starting System Diagnosis,2025-08-30,5,2496,In Progress
1941,3242,1419,Battery Check,2025-03-16,3,468,Open
1942,3243,1420,Brake Inspection,2025-04-10,4,455,Open
1943,3244,1421,Oil Change,2025-08-11,2,1017,In Progress
1944,3247,1423,Electrical Repair,2025-01-20,5,3315,In Progress
1945,3249,1422,Engine Tuning,2025-04-12,2,2760,Resolved
1946,3250,1422,General Checkup,2025-01-03,4,607,In Progress
1947,3251,1423,Clutch Service,2026-03-23,3,2860,Resolved
1948,3254,1426,General Checkup,2026-05-20,2,551,Resolved
1949,3255,1426,Starting System Diagnosis,2025-10-05,5,1660,Resolved
1950,3258,1429,Battery Check,2024-11-21,2,574,Resolved
1951,3259,1429,Oil Change,2024-06-06,3,910,Resolved
1952,3260,1429,Engine Tuning,2025-03-22,1,1649,Resolved
1953,3261,1429,Tyre Replacement,2025-10-29,5,2672,Resolved
1954,3263,1430,Periodic Service,2026-02-03,7,1854,Resolved
1955,3264,1432,Battery Check,2025-09-17,3,509,Resolved
1956,3265,1431,Engine Tuning,2024-11-09,4,1234,Resolved
1957,3267,1432,Engine Tuning,2025-02-01,3,2181,In Progress
1958,3268,1432,Fuel Line Repair,2025-04-25,14,1837,Resolved
1959,3270,1433,Engine Tuning,2024-07-08,5,1372,Open
1960,3271,1433,Engine Inspection,2025-12-13,12,1425,Resolved
1961,3272,1434,Exhaust Inspection,2025-06-25,3,1344,Open
1962,3273,1434,Clutch Service,2024-08-04,3,2152,Resolved
1963,3274,1434,Engine Mount Inspection,2024-12-27,3,855,Open
1964,3277,1435,Chain Adjustment,2024-11-05,3,388,In Progress
1965,3279,1435,Tyre Replacement,2024-11-09,2,3716,In Progress
1966,3281,1437,Periodic Service,2026-01-13,3,1904,Resolved
1967,3282,1436,Oil Seal Replacement,2025-07-03,5,2199,Resolved
1968,3284,1438,Brake Inspection,2024-11-12,1,570,In Progress
1969,3285,1440,Oil Seal Replacement,2025-03-21,3,2168,Resolved
1970,3287,1440,Exhaust Inspection,2025-04-30,1,1208,Resolved
1971,3289,1441,Oil Change,2024-06-06,4,716,Open
1972,3290,1441,Oil Seal Replacement,2024-06-28,5,1640,Resolved
1973,3294,1442,Suspension Service,2025-01-26,5,4443,Resolved
1974,3296,1444,Brake Repair,2025-06-25,10,2419,Resolved
1975,3298,1445,Battery Replacement,2025-04-02,4,2495,Resolved
1976,3300,1446,General Checkup,2025-10-02,3,599,In Progress
1977,3301,1448,Starting System Diagnosis,2024-10-19,4,2033,Open
1978,3305,1450,Starter Inspection,2024-08-27,1,1241,Open
1979,3306,1449,Tyre Replacement,2025-10-21,3,2582,Open
1980,3309,1451,Starting System Diagnosis,2024-11-11,3,1170,Resolved
1981,3310,1451,Electrical Diagnosis,2024-08-11,4,1472,Resolved
1982,3311,1451,Brake Inspection,2024-09-14,5,493,Resolved
1983,3312,1452,Engine Mount Inspection,2025-09-20,3,1084,Open
1984,3314,1452,Wheel Alignment,2026-01-30,4,1179,Resolved
1985,3315,1452,General Checkup,2024-10-13,3,444,Resolved
1986,3317,1453,Starter Inspection,2026-04-10,3,601,Resolved
1987,3318,1455,Engine Inspection,2025-05-11,13,2099,Resolved
1988,3319,1457,Battery Replacement,2025-10-02,5,3162,Resolved
1989,3321,1457,Tyre Replacement,2024-07-26,2,4610,Resolved
1990,3322,1457,Engine Inspection,2025-01-06,6,1372,Resolved
1991,3324,1458,Clutch Service,2025-03-09,1,3990,In Progress
1992,3326,1458,Tyre Replacement,2025-09-25,3,6446,Resolved
1993,3327,1458,Engine Mount Inspection,2026-05-11,1,1491,Open
1994,3329,1460,Engine Inspection,2024-12-21,11,2067,Resolved
1995,3330,1461,Brake Inspection,2025-10-27,4,455,Resolved
1996,3331,1461,Engine Inspection,2025-02-11,8,1240,Resolved
1997,3332,1462,Engine Mount Inspection,2024-11-28,5,953,Resolved
1998,3333,1462,Battery Replacement,2025-06-29,3,2243,Open
1999,3334,1463,Engine Inspection,2026-01-18,5,1511,Resolved
2000,3336,1464,Brake Inspection,2024-10-17,2,577,Open
2001,3339,1465,Tyre Replacement,2025-09-12,3,5093,In Progress
2002,3341,1468,Tyre Replacement,2025-07-20,2,6774,Open
2003,3343,1468,Suspension Service,2026-01-10,5,2745,Open
2004,3344,1467,Engine Tuning,2025-12-13,4,2279,Open
2005,3346,1469,Engine Tuning,2024-08-17,4,1927,Resolved
2006,3347,1469,Periodic Service,2025-09-17,3,1647,Resolved
2007,3348,1470,Tyre Replacement,2026-01-19,4,6363,In Progress
2008,3351,1470,Oil Seal Replacement,2024-09-17,6,978,Resolved
2009,3352,1470,Engine Inspection,2026-01-11,7,1307,Resolved
2010,3353,1471,Suspension Service,2026-03-06,4,4731,In Progress
2011,3354,1471,Engine Inspection,2025-11-30,15,1609,Resolved
2012,3356,1472,Battery Replacement,2024-10-05,3,2539,Resolved
2013,3357,1472,Oil Seal Replacement,2025-03-19,5,1202,Open
2014,3359,1473,Wheel Alignment,2025-08-28,2,747,Resolved
2015,3364,1475,Oil Seal Replacement,2024-12-03,4,1087,Resolved
2016,3365,1476,Battery Check,2026-01-25,2,378,Resolved
2017,3366,1476,Starting System Diagnosis,2024-11-09,4,2046,Resolved
2018,3367,1476,Exhaust Inspection,2025-07-18,1,1183,Resolved
2019,3368,1476,Suspension Service,2024-09-30,1,2894,Resolved
2020,3370,1477,Battery Replacement,2024-11-07,5,4242,Open
2021,3371,1477,Battery Check,2025-09-10,6,657,Resolved
2022,3372,1477,Battery Replacement,2026-05-15,3,3555,Resolved
2023,3373,1478,General Checkup,2025-02-19,3,915,In Progress
2024,3374,1478,Battery Check,2025-09-29,5,391,Open
2025,3376,1478,Oil Seal Replacement,2025-07-18,6,1643,Open
2026,3377,1478,Battery Check,2025-06-01,3,332,Resolved
2027,3379,1479,Battery Check,2024-11-20,7,420,In Progress
2028,3380,1479,Starting System Diagnosis,2025-06-07,4,1473,Resolved
2029,3381,1480,Brake Inspection,2025-12-03,4,572,Resolved
2030,3382,1480,Engine Inspection,2025-09-16,14,1584,Resolved
2031,3385,1481,Engine Tuning,2025-06-19,5,1420,Resolved
2032,3386,1482,Engine Tuning,2025-08-22,3,1404,Open
2033,3389,1483,Battery Replacement,2026-05-27,6,2737,Resolved
2034,3391,1483,Battery Check,2026-03-27,7,716,Resolved
2035,3392,1483,Battery Replacement,2025-02-01,4,4215,In Progress
2036,3393,1485,Engine Tuning,2024-12-24,2,1835,Open
2037,3394,1485,Oil Seal Replacement,2026-05-02,2,2086,In Progress
2038,3395,1485,Oil Change,2025-08-08,3,965,In Progress
2039,3397,1486,Periodic Service,2025-01-28,7,2421,Open
2040,3399,1486,Tyre Replacement,2025-07-27,2,6951,Open
2041,3400,1486,Battery Replacement,2025-09-18,7,3226,Resolved
2042,3402,1489,Engine Tuning,2025-06-04,5,1916,Resolved
2043,3404,1487,Tyre Replacement,2025-05-19,4,5309,Open
2044,3405,1487,Engine Tuning,2025-06-17,5,1873,Resolved
2045,3407,1490,Battery Check,2025-07-27,2,544,Resolved
2046,3409,1491,Exhaust Inspection,2024-06-17,1,1430,Resolved
2047,3411,1492,Brake Inspection,2026-05-26,4,904,Resolved
2048,3413,1492,Engine Inspection,2025-10-17,13,2350,Resolved
2049,3415,1493,Engine Tuning,2024-06-20,3,2819,Resolved
2050,3416,1494,Chain Adjustment,2026-01-18,3,370,Open
2051,3418,1494,Periodic Service,2026-04-03,4,1796,Resolved
2052,3422,1496,Engine Tuning,2026-01-26,5,1301,Open
2053,3423,1496,General Checkup,2026-05-05,6,327,Open
2054,3424,1497,Oil Seal Replacement,2024-09-21,3,985,Resolved
2055,3428,1497,Engine Tuning,2026-01-18,2,2539,Resolved
2056,3430,1498,Engine Inspection,2024-11-03,12,1320,Resolved
2057,3431,1500,Starting System Diagnosis,2024-08-09,1,1693,Resolved
2058,3432,1500,Chain Adjustment,2025-08-08,1,688,Resolved
2059,3438,1502,Brake Inspection,2025-08-15,2,769,Resolved
2060,3441,1503,Battery Check,2025-08-08,2,498,Resolved
2061,3442,1503,Oil Seal Replacement,2025-07-27,3,2499,Resolved
2062,3443,1504,Suspension Service,2026-02-20,5,4673,Resolved
2063,3444,1504,Starting System Diagnosis,2026-05-14,3,2429,Resolved
2064,3446,1504,Suspension Service,2026-05-26,2,3636,Resolved
2065,3447,1506,Starting System Diagnosis,2024-08-03,4,1429,Resolved
2066,3448,1505,Engine Inspection,2024-09-24,4,1336,Resolved
2067,3449,1505,Tyre Replacement,2026-01-01,2,3447,Resolved
2068,3450,1506,Clutch Service,2025-08-16,3,2064,Resolved
2069,3451,1507,Engine Inspection,2025-10-30,12,2081,Open
2070,3453,1507,Battery Check,2024-10-09,2,538,In Progress
2071,3454,1507,Oil Seal Replacement,2025-07-27,7,2201,Resolved
2072,3455,1508,Battery Check,2025-08-21,4,687,Resolved
2073,3456,1508,Brake Inspection,2026-05-02,3,891,In Progress
2074,3457,1510,Clutch Service,2025-11-15,1,1516,Resolved
2075,3460,1511,Battery Replacement,2024-06-14,6,2914,Resolved
2076,3461,1512,Fuel Line Repair,2024-06-15,5,1231,Resolved
2077,3462,1513,Battery Check,2025-11-11,5,511,Resolved
2078,3463,1514,Battery Replacement,2024-08-28,3,2859,In Progress
2079,3465,1515,Engine Mount Inspection,2026-04-21,4,1534,In Progress
2080,3466,1515,Tyre Replacement,2024-12-23,2,3907,Resolved
2081,3467,1515,Suspension Service,2025-11-14,2,4230,Resolved
2082,3469,1515,Gearbox Inspection,2024-12-13,4,1931,Resolved
2083,3471,1516,Tyre Replacement,2025-10-27,3,6517,Open
2084,3472,1518,Brake Inspection,2026-05-31,7,779,Open
2085,3477,1520,Brake Inspection,2026-05-10,4,618,In Progress
2086,3478,1520,Tyre Replacement,2025-09-02,5,4108,Resolved
2087,3479,1521,Fuel Line Repair,2025-01-13,13,2209,In Progress
2088,3480,1521,Starting System Diagnosis,2025-05-04,4,956,Open
2089,3481,1523,Suspension Service,2025-10-07,1,2105,Resolved
2090,3482,1524,Engine Tuning,2025-07-21,4,2801,Resolved
2091,3483,1525,Engine Tuning,2026-02-22,2,1404,Resolved
2092,3484,1525,Brake Repair,2024-12-02,6,2480,Resolved
2093,3485,1525,Electrical Diagnosis,2024-12-26,3,1678,Resolved
2094,3486,1525,Brake Inspection,2025-10-04,3,675,In Progress
2095,3489,1527,Oil Change,2026-03-04,5,850,Resolved
2096,3490,1526,Electrical Repair,2026-01-17,5,2932,Resolved
2097,3491,1528,Wheel Alignment,2025-08-31,1,826,Resolved
2098,3494,1528,Battery Replacement,2026-04-05,4,2078,Resolved
2099,3497,1529,Engine Mount Inspection,2024-08-06,4,1222,Resolved
2100,3498,1530,Battery Check,2025-11-19,2,311,Open
2101,3499,1530,Oil Seal Replacement,2024-12-14,5,1165,Resolved
2102,3502,1532,Battery Replacement,2024-10-25,3,2540,Resolved
2103,3505,1532,Brake Inspection,2024-07-18,3,550,In Progress
2104,3506,1533,Engine Inspection,2024-11-26,13,1671,Resolved
2105,3508,1533,Battery Replacement,2026-05-15,5,2354,Resolved
2106,3510,1535,Chain Adjustment,2024-12-23,2,540,Resolved
2107,3512,1537,Oil Change,2024-12-12,3,1287,Resolved
2108,3514,1537,Exhaust Inspection,2025-01-06,3,1774,Resolved
2109,3515,1537,Tyre Replacement,2024-11-26,3,3502,Resolved
2110,3516,1538,Starting System Diagnosis,2026-02-11,1,2470,Resolved
2111,3517,1538,Electrical Diagnosis,2024-08-27,3,1571,In Progress
2112,3520,1539,Tyre Replacement,2025-06-28,3,5352,Resolved
2113,3522,1542,Starter Inspection,2025-08-29,5,660,In Progress
2114,3524,1543,Engine Inspection,2024-10-22,6,1384,Resolved
2115,3525,1543,Battery Check,2024-09-22,3,703,Open
2116,3526,1544,Electrical Repair,2024-12-14,1,3200,Resolved
2117,3530,1546,Periodic Service,2024-11-10,5,2815,Resolved
2118,3531,1547,Electrical Diagnosis,2025-11-25,5,1221,Resolved
2119,3532,1547,Electrical Repair,2024-09-20,1,1181,Resolved
2120,3533,1548,Engine Inspection,2024-06-05,15,1211,Open
2121,3535,1549,Electrical Diagnosis,2024-06-05,5,1148,In Progress
2122,3537,1549,Periodic Service,2024-11-19,5,2624,Open
2123,3539,1550,Electrical Diagnosis,2024-06-09,5,1037,Resolved
2124,3540,1551,General Checkup,2024-09-15,6,310,Resolved
2125,3541,1551,Battery Replacement,2025-01-22,7,2148,In Progress
2126,3542,1552,Battery Replacement,2025-11-10,2,3287,Resolved
2127,3545,1552,Battery Replacement,2026-05-28,2,4022,In Progress
2128,3548,1553,Engine Inspection,2025-06-04,7,2025,Resolved
2129,3549,1553,Tyre Replacement,2025-11-12,2,6604,Resolved
2130,3550,1553,Battery Check,2026-02-04,7,367,Open
2131,3551,1554,Brake Inspection,2026-02-03,5,901,Open
2132,3553,1554,Wheel Alignment,2025-08-10,3,1147,Resolved
2133,3555,1555,Tyre Replacement,2026-03-27,2,2941,Resolved
2134,3557,1555,Engine Tuning,2025-05-11,3,1162,Open
2135,3559,1557,General Checkup,2026-03-11,2,907,Resolved
2136,3560,1557,Oil Seal Replacement,2024-12-27,6,2492,Open
2137,3562,1557,Oil Change,2026-03-05,6,1108,In Progress
2138,3564,1558,Battery Check,2026-04-23,3,419,Resolved
2139,3571,1560,Battery Check,2024-12-25,1,498,Resolved
2140,3572,1560,Oil Change,2025-03-03,2,1078,Resolved
2141,3574,1560,Battery Replacement,2025-07-11,4,3360,Resolved
2142,3576,1561,Oil Seal Replacement,2025-07-15,3,1217,Resolved
2143,3578,1561,Engine Tuning,2026-04-19,1,2798,In Progress
2144,3579,1561,Engine Inspection,2026-03-07,7,2269,Resolved
2145,3580,1562,Battery Check,2026-03-07,1,767,Resolved
2146,3582,1564,Wheel Alignment,2026-05-25,2,1043,In Progress
2147,3583,1566,Gearbox Inspection,2026-01-11,2,1798,Resolved
2148,3584,1565,Tyre Replacement,2025-03-30,5,2952,Resolved
2149,3585,1566,Brake Inspection,2024-09-26,5,671,Resolved
2150,3586,1566,Fuel Line Repair,2025-10-12,14,2203,Resolved
2151,3588,1568,Electrical Repair,2025-08-15,1,1349,Resolved
2152,3590,1569,Engine Tuning,2024-06-22,4,2016,Resolved
2153,3591,1569,Wheel Alignment,2025-02-07,2,861,Resolved
2154,3593,1570,Brake Repair,2026-04-17,8,3507,Resolved
2155,3594,1570,Suspension Service,2025-02-12,1,2662,Resolved
2156,3598,1571,Engine Mount Inspection,2025-12-30,3,844,Resolved
2157,3599,1574,Oil Seal Replacement,2026-05-25,2,1075,Resolved
2158,3600,1575,Wheel Alignment,2025-12-01,3,969,Resolved
2159,3601,1575,Engine Mount Inspection,2025-01-29,1,1477,Resolved
2160,3603,1575,Electrical Diagnosis,2025-08-27,3,1186,Resolved
2161,3605,1576,Engine Inspection,2025-08-30,12,2490,Open
2162,3610,1579,Battery Check,2025-07-02,4,736,Open
2163,3611,1579,Battery Check,2025-05-08,2,739,In Progress
2164,3612,1579,Brake Repair,2025-06-16,14,3244,Resolved
2165,3613,1579,Oil Change,2026-05-31,4,1184,Open
2166,3615,1580,Tyre Replacement,2025-08-08,2,5311,Resolved
2167,3616,1581,Brake Inspection,2024-10-04,3,946,In Progress
2168,3617,1581,Chain Adjustment,2025-01-17,4,303,Resolved
2169,3619,1581,Suspension Service,2024-07-14,4,1656,Resolved
2170,3620,1581,Engine Mount Inspection,2025-11-28,5,760,Resolved
2171,3621,1582,Oil Seal Replacement,2025-12-07,5,1638,Resolved
2172,3622,1582,Battery Check,2026-05-09,2,733,Resolved
2173,3623,1584,Tyre Replacement,2025-04-26,2,4181,Resolved
2174,3626,1585,Electrical Diagnosis,2024-06-06,1,1574,Open
2175,3627,1585,Oil Change,2025-08-25,2,1015,Resolved
2176,3628,1585,General Checkup,2024-08-23,3,937,Resolved
2177,3630,1586,Tyre Replacement,2024-12-10,4,4760,In Progress
2178,3632,1586,Battery Replacement,2025-02-21,4,2568,In Progress
2179,3633,1586,Battery Check,2025-12-03,5,358,Resolved
2180,3635,1587,Battery Check,2024-12-21,4,471,In Progress
2181,3636,1588,Chain Adjustment,2024-06-17,5,598,Resolved
2182,3637,1591,Engine Tuning,2025-02-04,2,2165,Resolved
2183,3639,1592,Starter Inspection,2026-01-28,1,1424,In Progress
2184,3640,1593,Tyre Replacement,2024-12-17,5,4349,Resolved
2185,3641,1593,Oil Seal Replacement,2025-01-23,2,1026,Resolved
2186,3642,1593,Oil Seal Replacement,2026-02-27,2,1784,Open
2187,3648,1594,Chain Adjustment,2025-11-17,2,409,In Progress
