survey_id,service_id,customer_rating,will_return,recommend_service,feedback
1458,1458,1,No,No,Would not recommend this service center.
1459,1459,4,Yes,Yes,Service was good overall.
1460,1460,4,Yes,Yes,Good experience with the service center.
1461,1461,5,Yes,Yes,Staff were helpful and courteous.
1462,1462,4,Yes,Yes,Issue resolved satisfactorily.
1463,1463,4,Yes,Yes,Reasonably happy with the service.
1464,1464,5,Yes,Yes,Issue resolved quickly and professionally.
1465,1465,4,Yes,Yes,Good experience with the service center.
1466,1466,2,No,No,Communication could be improved.
1467,1467,4,Yes,Yes,Service was good overall.
1468,1468,4,Yes,Yes,Good experience with the service center.
1469,1469,4,Yes,Yes,Good experience with the service center.
1470,1470,4,Yes,Yes,Reasonably happy with the service.
1471,1471,4,Yes,Yes,Good experience with the service center.
1472,1472,3,No,No,Average service experience.
1473,1473,5,Yes,Yes,Staff were helpful and courteous.
1474,1474,1,No,No,Poor service experience.
1475,1475,3,No,No,Could have been handled better.
1476,1476,4,Yes,Yes,Issue resolved satisfactorily.
1477,1477,3,No,No,Issue eventually resolved.
1478,1478,2,No,No,Not fully satisfied with the service.
1479,1479,3,No,No,Average service experience.
1480,1480,4,Yes,Yes,Reasonably happy with the service.
1481,1481,4,Yes,Yes,Reasonably happy with the service.
1482,1482,5,Yes,Yes,Excellent service experience.
1483,1483,4,Yes,Yes,Service was good overall.
1484,1484,5,Yes,Yes,Excellent service experience.
1485,1485,4,Yes,Yes,Issue resolved satisfactorily.
1486,1486,1,No,No,Very dissatisfied with the service.
1487,1487,5,Yes,Yes,Issue resolved quickly and professionally.
1488,1488,2,No,No,Not fully satisfied with the service.
1489,1489,1,No,No,Issue still not resolved.
1490,1490,4,Yes,Yes,Issue resolved satisfactorily.
1491,1491,1,No,No,Would not recommend this service center.
1492,1492,3,No,No,Issue eventually resolved.
1493,1493,4,Yes,Yes,Reasonably happy with the service.
1494,1494,3,No,No,Average service experience.
1495,1495,4,Yes,Yes,Issue resolved satisfactorily.
1496,1496,5,Yes,Yes,Staff were helpful and courteous.
1497,1497,4,Yes,Yes,Good experience with the service center.
1498,1498,4,Yes,Yes,Service was good overall.
1499,1499,3,No,No,Could have been handled better.
1500,1500,3,No,No,Average service experience.
1501,1501,4,Yes,Yes,Service was good overall.
1502,1502,1,No,No,Would not recommend this service center.
1503,1503,5,Yes,Yes,Staff were helpful and courteous.
1504,1504,2,No,No,Service experience was below expectations.
1505,1505,3,No,No,Service was acceptable.
1506,1506,3,No,No,Could have been handled better.
1507,1507,2,No,No,Service experience was below expectations.
1508,1508,2,No,No,Communication could be improved.
1509,1509,5,Yes,Yes,Excellent service experience.
1510,1510,4,Yes,Yes,Good experience with the service center.
1511,1511,1,No,No,Poor service experience.
1512,1512,3,No,No,Could have been handled better.
1513,1513,4,Yes,Yes,Good experience with the service center.
1514,1514,5,Yes,Yes,Excellent service experience.
1515,1515,4,Yes,Yes,Issue resolved satisfactorily.
1516,1516,3,No,No,Could have been handled better.
1517,1517,4,Yes,Yes,Good experience with the service center.
1518,1518,3,No,No,Average service experience.
1519,1519,5,Yes,Yes,Very satisfied with the service provided.
1520,1520,1,No,No,Very dissatisfied with the service.
1521,1521,4,Yes,Yes,Service was good overall.
1522,1522,5,Yes,Yes,Issue resolved quickly and professionally.
1523,1523,1,No,No,Would not recommend this service center.
1524,1524,4,Yes,Yes,Good experience with the service center.
1525,1525,4,Yes,Yes,Issue resolved satisfactorily.
1526,1526,4,Yes,Yes,Good experience with the service center.
1527,1527,4,Yes,Yes,Good experience with the service center.
1528,1528,1,No,No,Issue still not resolved.
1529,1529,3,No,No,Could have been handled better.
1530,1530,4,Yes,Yes,Service was good overall.
1531,1531,4,Yes,Yes,Service was good overall.
1532,1532,2,No,No,Communication could be improved.
1533,1533,4,Yes,Yes,Good experience with the service center.
1534,1534,2,No,No,Service experience was below expectations.
1535,1535,5,Yes,Yes,Issue resolved quickly and professionally.
1536,1536,1,No,No,Would not recommend this service center.
1537,1537,4,Yes,Yes,Reasonably happy with the service.
1538,1538,3,No,No,Service was acceptable.
1539,1539,3,No,No,Could have been handled better.
1540,1540,4,Yes,Yes,Reasonably happy with the service.
1541,1541,5,Yes,Yes,Very satisfied with the service provided.
1542,1542,4,Yes,Yes,Service was good overall.
1543,1543,4,Yes,Yes,Reasonably happy with the service.
1544,1544,3,No,No,Could have been handled better.
1545,1545,4,Yes,Yes,Good experience with the service center.
1546,1546,3,No,No,Could have been handled better.
1547,1547,4,Yes,Yes,Good experience with the service center.
1548,1548,3,No,No,Service was acceptable.
1549,1549,3,No,No,Service was acceptable.
1550,1550,4,Yes,Yes,Good experience with the service center.
1551,1551,3,No,No,Service was acceptable.
1552,1552,2,No,No,Communication could be improved.
1553,1553,4,Yes,Yes,Service was good overall.
1554,1554,4,Yes,Yes,Issue resolved satisfactorily.
1555,1555,4,Yes,Yes,Reasonably happy with the service.
1556,1556,4,Yes,Yes,Good experience with the service center.
1557,1557,3,No,No,Issue eventually resolved.
1558,1558,1,No,No,Would not recommend this service center.
1559,1559,5,Yes,Yes,Very satisfied with the service provided.
1560,1560,5,Yes,Yes,Issue resolved quickly and professionally.
1561,1561,1,No,No,Issue still not resolved.
1562,1562,5,Yes,Yes,Staff were helpful and courteous.
1563,1563,4,Yes,Yes,Reasonably happy with the service.
1564,1564,3,No,No,Average service experience.
1565,1565,4,Yes,Yes,Good experience with the service center.
1566,1566,4,Yes,Yes,Issue resolved satisfactorily.
1567,1567,3,No,No,Issue eventually resolved.
1568,1568,5,Yes,Yes,Very satisfied with the service provided.
1569,1569,4,Yes,Yes,Good experience with the service center.
1570,1570,5,Yes,Yes,Staff were helpful and courteous.
1571,1571,1,No,No,Issue still not resolved.
1572,1572,5,Yes,Yes,Issue resolved quickly and professionally.
1573,1573,3,No,No,Could have been handled better.
1574,1574,3,No,No,Issue eventually resolved.
1575,1575,5,Yes,Yes,Staff were helpful and courteous.
1576,1576,5,Yes,Yes,Staff were helpful and courteous.
1577,1577,5,Yes,Yes,Excellent service experience.
1578,1578,4,Yes,Yes,Good experience with the service center.
1579,1579,5,Yes,Yes,Excellent service experience.
1580,1580,3,No,No,Could have been handled better.
1581,1581,5,Yes,Yes,Staff were helpful and courteous.
1582,1582,4,Yes,Yes,Good experience with the service center.
1583,1583,4,Yes,Yes,Issue resolved satisfactorily.
1584,1584,5,Yes,Yes,Staff were helpful and courteous.
1585,1585,1,No,No,Very dissatisfied with the service.
1586,1586,4,Yes,Yes,Issue resolved satisfactorily.
1587,1587,3,No,No,Issue eventually resolved.
1588,1588,4,Yes,Yes,Service was good overall.
1589,1589,4,Yes,Yes,Service was good overall.
1590,1590,4,Yes,Yes,Reasonably happy with the service.
1591,1591,2,No,No,Not fully satisfied with the service.
1592,1592,4,Yes,Yes,Service was good overall.
1593,1593,4,Yes,Yes,Service was good overall.
1594,1594,5,Yes,Yes,Staff were helpful and courteous.
1595,1595,4,Yes,Yes,Service was good overall.
1596,1596,3,No,No,Could have been handled better.
1597,1597,4,Yes,Yes,Good experience with the service center.
1598,1598,1,No,No,Very dissatisfied with the service.
1599,1599,4,Yes,Yes,Reasonably happy with the service.
1600,1600,5,Yes,Yes,Issue resolved quickly and professionally.
1601,1601,5,Yes,Yes,Issue resolved quickly and professionally.
1602,1602,4,Yes,Yes,Service was good overall.
1603,1603,4,Yes,Yes,Issue resolved satisfactorily.
1604,1604,2,No,No,Communication could be improved.
1605,1605,3,No,No,Could have been handled better.
1606,1606,5,Yes,Yes,Issue resolved quickly and professionally.
1607,1607,3,No,No,Could have been handled better.
1608,1608,5,Yes,Yes,Very satisfied with the service provided.
1609,1609,4,Yes,Yes,Good experience with the service center.
1610,1610,3,No,No,Could have been handled better.
1611,1611,2,No,No,Service experience was below expectations.
1612,1612,5,Yes,Yes,Very satisfied with the service provided.
1613,1613,3,No,No,Issue eventually resolved.
1614,1614,2,No,No,Not fully satisfied with the service.
1615,1615,4,Yes,Yes,Reasonably happy with the service.
1616,1616,1,No,No,Poor service experience.
1617,1617,1,No,No,Issue still not resolved.
1618,1618,3,No,No,Could have been handled better.
1619,1619,4,Yes,Yes,Reasonably happy with the service.
1620,1620,5,Yes,Yes,Staff were helpful and courteous.
1621,1621,5,Yes,Yes,Staff were helpful and courteous.
1622,1622,1,No,No,Issue still not resolved.
1623,1623,5,Yes,Yes,Excellent service experience.
1624,1624,4,Yes,Yes,Service was good overall.
1625,1625,3,No,No,Service was acceptable.
1626,1626,1,No,No,Very dissatisfied with the service.
1627,1627,4,Yes,Yes,Service was good overall.
1628,1628,4,Yes,Yes,Reasonably happy with the service.
1629,1629,4,Yes,Yes,Reasonably happy with the service.
1630,1630,4,Yes,Yes,Good experience with the service center.
1631,1631,4,Yes,Yes,Service was good overall.
1632,1632,3,No,No,Issue eventually resolved.
1633,1633,4,Yes,Yes,Good experience with the service center.
1634,1634,4,Yes,Yes,Reasonably happy with the service.
1635,1635,2,No,No,Resolution took longer than expected.
1636,1636,4,Yes,Yes,Issue resolved satisfactorily.
1637,1637,5,Yes,Yes,Very satisfied with the service provided.
1638,1638,4,Yes,Yes,Service was good overall.
1639,1639,5,Yes,Yes,Excellent service experience.
1640,1640,5,Yes,Yes,Issue resolved quickly and professionally.
1641,1641,4,Yes,Yes,Service was good overall.
1642,1642,3,No,No,Service was acceptable.
1643,1643,5,Yes,Yes,Issue resolved quickly and professionally.
1644,1644,4,Yes,Yes,Reasonably happy with the service.
1645,1645,1,No,No,Very dissatisfied with the service.
1646,1646,3,No,No,Issue eventually resolved.
1647,1647,5,Yes,Yes,Excellent service experience.
1648,1648,4,Yes,Yes,Reasonably happy with the service.
1649,1649,3,No,No,Issue eventually resolved.
1650,1650,1,No,No,Would not recommend this service center.
1651,1651,1,No,No,Issue still not resolved.
1652,1652,2,No,No,Resolution took longer than expected.
1653,1653,2,No,No,Resolution took longer than expected.
1654,1654,2,No,No,Communication could be improved.
1655,1655,3,No,No,Average service experience.
1656,1656,2,No,No,Service experience was below expectations.
1657,1657,1,No,No,Poor service experience.
1658,1658,4,Yes,Yes,Issue resolved satisfactorily.
1659,1659,3,No,No,Issue eventually resolved.
1660,1660,1,No,No,Issue still not resolved.
1661,1661,3,No,No,Service was acceptable.
1662,1662,4,Yes,Yes,Good experience with the service center.
1663,1663,4,Yes,Yes,Reasonably happy with the service.
1664,1664,2,No,No,Communication could be improved.
1665,1665,1,No,No,Very dissatisfied with the service.
1666,1666,1,No,No,Would not recommend this service center.
1667,1667,3,No,No,Issue eventually resolved.
1668,1668,1,No,No,Poor service experience.
1669,1669,4,Yes,Yes,Service was good overall.
1670,1670,4,Yes,Yes,Issue resolved satisfactorily.
1671,1671,4,Yes,Yes,Service was good overall.
1672,1672,1,No,No,Would not recommend this service center.
1673,1673,3,No,No,Service was acceptable.
1674,1674,3,No,No,Average service experience.
1675,1675,1,No,No,Very dissatisfied with the service.
1676,1676,5,Yes,Yes,Very satisfied with the service provided.
1677,1677,4,Yes,Yes,Service was good overall.
1678,1678,2,No,No,Communication could be improved.
1679,1679,1,No,No,Very dissatisfied with the service.
1680,1680,5,Yes,Yes,Staff were helpful and courteous.
1681,1681,4,Yes,Yes,Issue resolved satisfactorily.
1682,1682,3,No,No,Issue eventually resolved.
1683,1683,5,Yes,Yes,Excellent service experience.
1684,1684,5,Yes,Yes,Excellent service experience.
1685,1685,5,Yes,Yes,Issue resolved quickly and professionally.
1686,1686,2,No,No,Resolution took longer than expected.
1687,1687,3,No,No,Issue eventually resolved.
1688,1688,4,Yes,Yes,Good experience with the service center.
1689,1689,3,No,No,Could have been handled better.
1690,1690,5,Yes,Yes,Staff were helpful and courteous.
1691,1691,4,Yes,Yes,Issue resolved satisfactorily.
1692,1692,4,Yes,Yes,Reasonably happy with the service.
1693,1693,4,Yes,Yes,Issue resolved satisfactorily.
1694,1694,1,No,No,Poor service experience.
1695,1695,1,No,No,Would not recommend this service center.
1696,1696,3,No,No,Average service experience.
1697,1697,3,No,No,Issue eventually resolved.
1698,1698,1,No,No,Issue still not resolved.
1699,1699,3,No,No,Average service experience.
1700,1700,5,Yes,Yes,Very satisfied with the service provided.
1701,1701,3,No,No,Average service experience.
1702,1702,5,Yes,Yes,Excellent service experience.
1703,1703,5,Yes,Yes,Very satisfied with the service provided.
1704,1704,3,No,No,Service was acceptable.
1705,1705,4,Yes,Yes,Service was good overall.
1706,1706,1,No,No,Poor service experience.
1707,1707,2,No,No,Resolution took longer than expected.
1708,1708,1,No,No,Very dissatisfied with the service.
1709,1709,2,No,No,Not fully satisfied with the service.
1710,1710,3,No,No,Could have been handled better.
1711,1711,5,Yes,Yes,Excellent service experience.
1712,1712,4,Yes,Yes,Service was good overall.
1713,1713,5,Yes,Yes,Very satisfied with the service provided.
1714,1714,3,No,No,Service was acceptable.
1715,1715,3,No,No,Issue eventually resolved.
1716,1716,5,Yes,Yes,Staff were helpful and courteous.
1717,1717,5,Yes,Yes,Issue resolved quickly and professionally.
1718,1718,5,Yes,Yes,Issue resolved quickly and professionally.
1719,1719,2,No,No,Not fully satisfied with the service.
1720,1720,5,Yes,Yes,Very satisfied with the service provided.
1721,1721,5,Yes,Yes,Very satisfied with the service provided.
1722,1722,4,Yes,Yes,Service was good overall.
1723,1723,1,No,No,Would not recommend this service center.
1724,1724,5,Yes,Yes,Very satisfied with the service provided.
1725,1725,3,No,No,Average service experience.
1726,1726,2,No,No,Not fully satisfied with the service.
1727,1727,4,Yes,Yes,Good experience with the service center.
1728,1728,4,Yes,Yes,Good experience with the service center.
1729,1729,5,Yes,Yes,Very satisfied with the service provided.
1730,1730,1,No,No,Would not recommend this service center.
1731,1731,2,No,No,Resolution took longer than expected.
1732,1732,1,No,No,Very dissatisfied with the service.
1733,1733,5,Yes,Yes,Very satisfied with the service provided.
1734,1734,2,No,No,Resolution took longer than expected.
1735,1735,1,No,No,Would not recommend this service center.
1736,1736,4,Yes,Yes,Good experience with the service center.
1737,1737,5,Yes,Yes,Issue resolved quickly and professionally.
1738,1738,5,Yes,Yes,Excellent service experience.
1739,1739,5,Yes,Yes,Issue resolved quickly and professionally.
1740,1740,3,No,No,Service was acceptable.
1741,1741,3,No,No,Service was acceptable.
1742,1742,5,Yes,Yes,Issue resolved quickly and professionally.
1743,1743,2,No,No,Resolution took longer than expected.
1744,1744,2,No,No,Communication could be improved.
1745,1745,1,No,No,Would not recommend this service center.
1746,1746,5,Yes,Yes,Excellent service experience.
1747,1747,5,Yes,Yes,Issue resolved quickly and professionally.
1748,1748,3,No,No,Could have been handled better.
1749,1749,4,Yes,Yes,Issue resolved satisfactorily.
1750,1750,3,No,No,Service was acceptable.
1751,1751,5,Yes,Yes,Staff were helpful and courteous.
1752,1752,1,No,No,Poor service experience.
1753,1753,4,Yes,Yes,Issue resolved satisfactorily.
1754,1754,5,Yes,Yes,Excellent service experience.
1755,1755,4,Yes,Yes,Reasonably happy with the service.
1756,1756,3,No,No,Average service experience.
1757,1757,2,No,No,Resolution took longer than expected.
1758,1758,2,No,No,Service experience was below expectations.
1759,1759,1,No,No,Issue still not resolved.
1760,1760,4,Yes,Yes,Service was good overall.
1761,1761,4,Yes,Yes,Issue resolved satisfactorily.
1762,1762,2,No,No,Not fully satisfied with the service.
1763,1763,2,No,No,Resolution took longer than expected.
1764,1764,4,Yes,Yes,Reasonably happy with the service.
1765,1765,1,No,No,Poor service experience.
1766,1766,4,Yes,Yes,Reasonably happy with the service.
1767,1767,3,No,No,Service was acceptable.
1768,1768,5,Yes,Yes,Staff were helpful and courteous.
1769,1769,4,Yes,Yes,Good experience with the service center.
1770,1770,5,Yes,Yes,Very satisfied with the service provided.
1771,1771,4,Yes,Yes,Service was good overall.
1772,1772,4,Yes,Yes,Reasonably happy with the service.
1773,1773,4,Yes,Yes,Good experience with the service center.
1774,1774,3,No,No,Average service experience.
1775,1775,5,Yes,Yes,Excellent service experience.
1776,1776,2,No,No,Not fully satisfied with the service.
1777,1777,4,Yes,Yes,Issue resolved satisfactorily.
1778,1778,1,No,No,Would not recommend this service center.
1779,1779,5,Yes,Yes,Issue resolved quickly and professionally.
1780,1780,4,Yes,Yes,Good experience with the service center.
1781,1781,2,No,No,Not fully satisfied with the service.
1782,1782,1,No,No,Poor service experience.
1783,1783,4,Yes,Yes,Service was good overall.
1784,1784,4,Yes,Yes,Reasonably happy with the service.
1785,1785,5,Yes,Yes,Issue resolved quickly and professionally.
1786,1786,4,Yes,Yes,Good experience with the service center.
1787,1787,3,No,No,Issue eventually resolved.
1788,1788,5,Yes,Yes,Excellent service experience.
1789,1789,2,No,No,Communication could be improved.
1790,1790,5,Yes,Yes,Staff were helpful and courteous.
1791,1791,1,No,No,Would not recommend this service center.
1792,1792,2,No,No,Communication could be improved.
1793,1793,3,No,No,Could have been handled better.
1794,1794,5,Yes,Yes,Staff were helpful and courteous.
1795,1795,4,Yes,Yes,Reasonably happy with the service.
1796,1796,1,No,No,Would not recommend this service center.
1797,1797,3,No,No,Service was acceptable.
1798,1798,3,No,No,Could have been handled better.
1799,1799,4,Yes,Yes,Issue resolved satisfactorily.
1800,1800,4,Yes,Yes,Issue resolved satisfactorily.
1801,1801,3,No,No,Could have been handled better.
1802,1802,3,No,No,Issue eventually resolved.
1803,1803,4,Yes,Yes,Good experience with the service center.
1804,1804,2,No,No,Service experience was below expectations.
1805,1805,5,Yes,Yes,Excellent service experience.
1806,1806,4,Yes,Yes,Service was good overall.
1807,1807,5,Yes,Yes,Excellent service experience.
1808,1808,3,No,No,Service was acceptable.
1809,1809,3,No,No,Could have been handled better.
1810,1810,4,Yes,Yes,Service was good overall.
1811,1811,4,Yes,Yes,Service was good overall.
1812,1812,4,Yes,Yes,Service was good overall.
1813,1813,4,Yes,Yes,Reasonably happy with the service.
1814,1814,2,No,No,Not fully satisfied with the service.
1815,1815,3,No,No,Average service experience.
1816,1816,2,No,No,Resolution took longer than expected.
1817,1817,5,Yes,Yes,Staff were helpful and courteous.
1818,1818,3,No,No,Issue eventually resolved.
1819,1819,4,Yes,Yes,Reasonably happy with the service.
1820,1820,4,Yes,Yes,Service was good overall.
1821,1821,5,Yes,Yes,Very satisfied with the service provided.
1822,1822,4,Yes,Yes,Service was good overall.
1823,1823,4,Yes,Yes,Service was good overall.
1824,1824,3,No,No,Service was acceptable.
1825,1825,2,No,No,Not fully satisfied with the service.
1826,1826,3,No,No,Could have been handled better.
1827,1827,3,No,No,Service was acceptable.
1828,1828,3,No,No,Service was acceptable.
1829,1829,2,No,No,Resolution took longer than expected.
1830,1830,4,Yes,Yes,Issue resolved satisfactorily.
1831,1831,5,Yes,Yes,Excellent service experience.
1832,1832,3,No,No,Average service experience.
1833,1833,5,Yes,Yes,Excellent service experience.
1834,1834,5,Yes,Yes,Issue resolved quickly and professionally.
1835,1835,5,Yes,Yes,Very satisfied with the service provided.
1836,1836,4,Yes,Yes,Service was good overall.
1837,1837,4,Yes,Yes,Reasonably happy with the service.
1838,1838,4,Yes,Yes,Reasonably happy with the service.
1839,1839,3,No,No,Could have been handled better.
1840,1840,3,No,No,Service was acceptable.
1841,1841,5,Yes,Yes,Issue resolved quickly and professionally.
1842,1842,4,Yes,Yes,Good experience with the service center.
1843,1843,3,No,No,Could have been handled better.
1844,1844,4,Yes,Yes,Reasonably happy with the service.
1845,1845,4,Yes,Yes,Good experience with the service center.
1846,1846,3,No,No,Average service experience.
1847,1847,1,No,No,Poor service experience.
1848,1848,3,No,No,Service was acceptable.
1849,1849,1,No,No,Very dissatisfied with the service.
1850,1850,4,Yes,Yes,Reasonably happy with the service.
1851,1851,4,Yes,Yes,Issue resolved satisfactorily.
1852,1852,2,No,No,Service experience was below expectations.
1853,1853,4,Yes,Yes,Good experience with the service center.
1854,1854,4,Yes,Yes,Service was good overall.
1855,1855,4,Yes,Yes,Issue resolved satisfactorily.
1856,1856,3,No,No,Service was acceptable.
1857,1857,4,Yes,Yes,Good experience with the service center.
1858,1858,3,No,No,Could have been handled better.
1859,1859,5,Yes,Yes,Very satisfied with the service provided.
1860,1860,4,Yes,Yes,Good experience with the service center.
1861,1861,5,Yes,Yes,Very satisfied with the service provided.
1862,1862,3,No,No,Service was acceptable.
1863,1863,2,No,No,Not fully satisfied with the service.
1864,1864,2,No,No,Not fully satisfied with the service.
1865,1865,2,No,No,Not fully satisfied with the service.
1866,1866,4,Yes,Yes,Issue resolved satisfactorily.
1867,1867,4,Yes,Yes,Reasonably happy with the service.
1868,1868,4,Yes,Yes,Issue resolved satisfactorily.
1869,1869,3,No,No,Issue eventually resolved.
1870,1870,5,Yes,Yes,Very satisfied with the service provided.
1871,1871,5,Yes,Yes,Very satisfied with the service provided.
1872,1872,1,No,No,Poor service experience.
1873,1873,4,Yes,Yes,Reasonably happy with the service.
1874,1874,5,Yes,Yes,Issue resolved quickly and professionally.
1875,1875,4,Yes,Yes,Good experience with the service center.
1876,1876,1,No,No,Issue still not resolved.
1877,1877,5,Yes,Yes,Staff were helpful and courteous.
1878,1878,5,Yes,Yes,Very satisfied with the service provided.
1879,1879,4,Yes,Yes,Issue resolved satisfactorily.
1880,1880,2,No,No,Resolution took longer than expected.
1881,1881,4,Yes,Yes,Reasonably happy with the service.
1882,1882,5,Yes,Yes,Issue resolved quickly and professionally.
1883,1883,5,Yes,Yes,Staff were helpful and courteous.
1884,1884,5,Yes,Yes,Issue resolved quickly and professionally.
1885,1885,5,Yes,Yes,Excellent service experience.
1886,1886,5,Yes,Yes,Excellent service experience.
1887,1887,3,No,No,Issue eventually resolved.
1888,1888,3,No,No,Average service experience.
1889,1889,1,No,No,Issue still not resolved.
1890,1890,4,Yes,Yes,Service was good overall.
1891,1891,1,No,No,Issue still not resolved.
1892,1892,5,Yes,Yes,Excellent service experience.
1893,1893,5,Yes,Yes,Issue resolved quickly and professionally.
1894,1894,1,No,No,Very dissatisfied with the service.
1895,1895,5,Yes,Yes,Staff were helpful and courteous.
1896,1896,2,No,No,Communication could be improved.
1897,1897,4,Yes,Yes,Service was good overall.
1898,1898,4,Yes,Yes,Service was good overall.
1899,1899,3,No,No,Could have been handled better.
1900,1900,4,Yes,Yes,Reasonably happy with the service.
1901,1901,2,No,No,Not fully satisfied with the service.
1902,1902,2,No,No,Service experience was below expectations.
1903,1903,3,No,No,Service was acceptable.
1904,1904,1,No,No,Would not recommend this service center.
1905,1905,4,Yes,Yes,Reasonably happy with the service.
1906,1906,3,No,No,Issue eventually resolved.
1907,1907,2,No,No,Resolution took longer than expected.
1908,1908,3,No,No,Could have been handled better.
1909,1909,2,No,No,Resolution took longer than expected.
1910,1910,3,No,No,Service was acceptable.
1911,1911,2,No,No,Not fully satisfied with the service.
1912,1912,4,Yes,Yes,Service was good overall.
1913,1913,5,Yes,Yes,Issue resolved quickly and professionally.
1914,1914,1,No,No,Very dissatisfied with the service.
1915,1915,1,No,No,Issue still not resolved.
1916,1916,5,Yes,Yes,Excellent service experience.
1917,1917,3,No,No,Issue eventually resolved.
1918,1918,5,Yes,Yes,Very satisfied with the service provided.
1919,1919,5,Yes,Yes,Issue resolved quickly and professionally.
1920,1920,3,No,No,Could have been handled better.
1921,1921,2,No,No,Not fully satisfied with the service.
1922,1922,4,Yes,Yes,Service was good overall.
1923,1923,1,No,No,Would not recommend this service center.
1924,1924,2,No,No,Not fully satisfied with the service.
1925,1925,2,No,No,Not fully satisfied with the service.
1926,1926,4,Yes,Yes,Issue resolved satisfactorily.
1927,1927,3,No,No,Average service experience.
1928,1928,1,No,No,Poor service experience.
1929,1929,5,Yes,Yes,Very satisfied with the service provided.
1930,1930,5,Yes,Yes,Excellent service experience.
1931,1931,4,Yes,Yes,Service was good overall.
1932,1932,2,No,No,Not fully satisfied with the service.
1933,1933,5,Yes,Yes,Issue resolved quickly and professionally.
1934,1934,5,Yes,Yes,Issue resolved quickly and professionally.
1935,1935,4,Yes,Yes,Issue resolved satisfactorily.
1936,1936,4,Yes,Yes,Good experience with the service center.
1937,1937,1,No,No,Issue still not resolved.
1938,1938,3,No,No,Issue eventually resolved.
1939,1939,1,No,No,Poor service experience.
1940,1940,3,No,No,Service was acceptable.
1941,1941,2,No,No,Resolution took longer than expected.
1942,1942,2,No,No,Not fully satisfied with the service.
1943,1943,4,Yes,Yes,Issue resolved satisfactorily.
1944,1944,3,No,No,Average service experience.
1945,1945,5,Yes,Yes,Staff were helpful and courteous.
1946,1946,2,No,No,Service experience was below expectations.
1947,1947,5,Yes,Yes,Very satisfied with the service provided.
1948,1948,5,Yes,Yes,Issue resolved quickly and professionally.
1949,1949,3,No,No,Average service experience.
1950,1950,5,Yes,Yes,Very satisfied with the service provided.
1951,1951,4,Yes,Yes,Issue resolved satisfactorily.
1952,1952,5,Yes,Yes,Issue resolved quickly and professionally.
1953,1953,3,No,No,Service was acceptable.
1954,1954,3,No,No,Issue eventually resolved.
1955,1955,5,Yes,Yes,Very satisfied with the service provided.
1956,1956,3,No,No,Issue eventually resolved.
1957,1957,2,No,No,Resolution took longer than expected.
1958,1958,4,Yes,Yes,Reasonably happy with the service.
1959,1959,1,No,No,Poor service experience.
1960,1960,3,No,No,Issue eventually resolved.
1961,1961,2,No,No,Communication could be improved.
1962,1962,4,Yes,Yes,Service was good overall.
1963,1963,2,No,No,Not fully satisfied with the service.
1964,1964,4,Yes,Yes,Good experience with the service center.
1965,1965,3,No,No,Issue eventually resolved.
1966,1966,4,Yes,Yes,Good experience with the service center.
1967,1967,3,No,No,Could have been handled better.
1968,1968,2,No,No,Not fully satisfied with the service.
1969,1969,5,Yes,Yes,Very satisfied with the service provided.
1970,1970,5,Yes,Yes,Issue resolved quickly and professionally.
1971,1971,1,No,No,Would not recommend this service center.
1972,1972,5,Yes,Yes,Very satisfied with the service provided.
1973,1973,4,Yes,Yes,Reasonably happy with the service.
1974,1974,4,Yes,Yes,Good experience with the service center.
1975,1975,5,Yes,Yes,Excellent service experience.
1976,1976,4,Yes,Yes,Good experience with the service center.
1977,1977,2,No,No,Resolution took longer than expected.
1978,1978,2,No,No,Resolution took longer than expected.
1979,1979,1,No,No,Very dissatisfied with the service.
1980,1980,5,Yes,Yes,Very satisfied with the service provided.
1981,1981,4,Yes,Yes,Issue resolved satisfactorily.
1982,1982,3,No,No,Could have been handled better.
1983,1983,1,No,No,Very dissatisfied with the service.
1984,1984,4,Yes,Yes,Issue resolved satisfactorily.
1985,1985,5,Yes,Yes,Issue resolved quickly and professionally.
1986,1986,4,Yes,Yes,Good experience with the service center.
1987,1987,2,No,No,Not fully satisfied with the service.
1988,1988,4,Yes,Yes,Reasonably happy with the service.
1989,1989,4,Yes,Yes,Issue resolved satisfactorily.
1990,1990,3,No,No,Average service experience.
1991,1991,2,No,No,Resolution took longer than expected.
1992,1992,3,No,No,Issue eventually resolved.
1993,1993,1,No,No,Poor service experience.
1994,1994,2,No,No,Not fully satisfied with the service.
1995,1995,4,Yes,Yes,Issue resolved satisfactorily.
1996,1996,3,No,No,Issue eventually resolved.
1997,1997,4,Yes,Yes,Service was good overall.
1998,1998,1,No,No,Issue still not resolved.
1999,1999,3,No,No,Average service experience.
2000,2000,2,No,No,Resolution took longer than expected.
2001,2001,1,No,No,Very dissatisfied with the service.
2002,2002,1,No,No,Poor service experience.
2003,2003,2,No,No,Not fully satisfied with the service.
2004,2004,2,No,No,Communication could be improved.
2005,2005,4,Yes,Yes,Service was good overall.
2006,2006,5,Yes,Yes,Issue resolved quickly and professionally.
2007,2007,2,No,No,Communication could be improved.
2008,2008,3,No,No,Average service experience.
2009,2009,3,No,No,Could have been handled better.
2010,2010,4,Yes,Yes,Good experience with the service center.
2011,2011,3,No,No,Average service experience.
2012,2012,4,Yes,Yes,Issue resolved satisfactorily.
2013,2013,1,No,No,Poor service experience.
2014,2014,5,Yes,Yes,Issue resolved quickly and professionally.
